Index,Text,Grade,Type,bert.2.pred,bert.2.prob.1,bert.2.prob.2,bert.2.prob.3,bert.2.prob.4,bert.2.prob.5
7005,"Illustration of a printing press labelled 'workshop'
The four main reasons given were very important for the development of High Farming but they would not have been possible without
and a whole new range of techniques and inventions introduced into Britain during this period.
"" during the late 18th century, so it also made sense that its agricultural society should improve at the same time. Britain's expertise at both factory production and agricultural work meant that during the period known as the ""Golden Age of Farming"", Britain was dominating the world.
Back to Agriculture 1700 - 1900 index
All things historic - from ancient to modern.


",4,BitGCSE,4,0.12408844381570816,0.14031405746936798,0.12685570120811462,0.16920062899589539,0.439541220664978
4590,"This Revision Bite will help you understand which internal and external sources of finance are available to firms and when they are used.
Firms need short-term finance to start up a business or to cover day-to-day running costs. This is repaid over a short period and provides a firm with
The difference between current assets less current liabilities - the difference between a firm's cash and its short-term debts - the money it has to play with.
. Long-term capital is used to grow or expand and is paid back over a number of years.
Internal sources of finance are usually a cheaper way to raise working capital. Obtaining finance externally is usually the last option as interest has to be paid increasing the cost.
Now look at both in detail and try to remember three ways of raising finance from each source.
The board of a Public Limited Company (PLC) may
for a year rather than share it amongst the owners. The cash can be invested to earn interest.
Assets that are no longer required, like an outdated computer or an obsolete piece of machinery, can be sold.
Stock levels can be reduced and funds made available for other uses.
A sole trader or a small business may be able to borrow money from family or friends without paying interest.
Loans from a bank or a building society can be expensive. An agreed amount is borrowed and repaid over a fixed period of time with interest. A bank
A predetermined credit limit from a bank.
Grants from central or local government can cost the firm nothing.
Firms often lease equipment or machinery to avoid a large outlay of cash. This is useful if a firm needs to upgrade within the medium term as technology advances.
Get down to business and discuss Business Studies here.
Losing your way? Make a Bitesize revision map!
For news that really does the business!


",4,BitGCSE,4,0.12782283127307892,0.09101597219705582,0.1096973866224289,0.17878611385822296,0.4926776885986328
2017,"yourself on Human activity in glaciated areas
Case study: conservation and management in the Lake District
Case study: conservation and management in the Lake District
yourself on Case study: conservation and management in the Lake District
Give your eyes a break! Why read when you can listen?


",4,BitGCSE,3,0.11889345198869705,0.08952377736568451,0.0771624967455864,0.41892004013061523,0.2955002784729004
5474,"Another measure of a company's liquidity is the
The ability to meet short-term debts without selling stock.
. This deducts the value of currently held stock to find the company's ability to meet its liabilities immediately. Stock is the least liquid current asset so it is deducted to give a more realistic view of the company's liquidity.
Learn this equation. You may be asked to calculate the acid test ratio in an exam.
Now look at Go Faster Sport's balance sheet and calculate the acid test / liquid assets ratio.
This shows us that Go Faster can afford to pay their short-term debts three times over immediately without selling any stock.
Get down to business and discuss Business Studies here.
Losing your way? Make a Bitesize revision map!
For news that really does the business!


",4,BitGCSE,3,0.10990293323993683,0.07023649662733078,0.06785189360380173,0.3828124403953552,0.36919623613357544
2276,"This Revision Bite will give you practice in using the imperative in French to tell someone to do something.
and keep the verb in the present tense:
French phrases and revision - blasted directly into your ear!
Give your French verbs a work out with this activity.
Parlez like a pro with BBC Languages.
Aiglon College - GCSE French interactive exercises/games


",4,BitGCSE,4,0.1224440410733223,0.08455134928226471,0.09079895913600922,0.31555813550949097,0.386647492647171
5317,"Now read carefully through the sample answer written by Katie. It contains no mistakes.
Mon collge s'appelle Alderbrook High. C'est un collge mixte. Je vais au collge  pied. Les cours commencent  huit heures cinquante. Je suis forte en sciences et en histoire. Je prfre le mercredi.
A good piece of writing at this level will:
Compare your answer with Katie's, then move on to the next page to see the examiner's view.
French phrases and revision - blasted directly into your ear!
Use your language skills in this sinister game of intrigue and detection.
Parlez like a pro with BBC Languages.
Aiglon College - GCSE French interactive exercises/games


",4,BitGCSE,3,0.12011559307575226,0.08313778042793274,0.08516977727413177,0.36836177110671997,0.3432151675224304
7517,"When cattle ranching declined in importance, many cowboys ended up working as extras on cowboy films! Hollywood films, cowboy novels and, later, TV programmes such as 'Bonanza', glamourised the cowboys, and made them seem like
.Was this a true reflection of genuine cowboys? Read on to discover what real cowboys were like.
The Hollywood image of cowboys was not realistic. Many real cowboys were
, whereas the Hollywood heroes were always white. Also, after the hardships of the long drive, it seems unlikely that many genuine cowboys were specially good-looking!
. They could ride, shoot, lasso, wrangle, round up, herd, cross rivers, 'turn' stampedes, scout, keep watch and drive off rustlers - all in rain, hail and burning sun.
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",4,BitGCSE,4,0.12893421947956085,0.12384063005447388,0.09253037720918655,0.19014601409435272,0.4645487070083618
6704,"Give your revision some visual style with a Bitesize revision map!


",4,BitGCSE,3,0.13779643177986145,0.09845937788486481,0.1216551810503006,0.3723251223564148,0.26976388692855835
4973,"The Manchurian and Abyssinian crises shook people's confidence in the League and proved that the League had
In the early 1930s, two events destroyed people's belief in the ability of the League to stop wars. In both situations, the League did not act quickly enough or made poor decisions about how to suppress the aggressor nation. This served to show that smaller countries could
expect protection from the League and that aggressors (such as Hitler) had
(a member of the League's Council) had
. It took the League nearly a year to send a commission and declare that Japan ought to leave - whereupon Japan left the League. The League couldn't send an army, and it needed America's support to impose sanctions successfully. In the end, it did nothing.
. Although the Abyssinian emperor Haile Selassie went to the League himself to ask for help, all the League did was to ban arms sales, which did Abyssinia more harm than Italy. A League commission offered Italy part of Abyssinia, but Italy invaded anyway. Far from stopping Italy, Britain and France tried to make a secret pact to give Abyssinia to Italy.
Back to International relations 1900 - 1939 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",4,BitGCSE,4,0.16672615706920624,0.1636481136083603,0.20336399972438812,0.11228541284799576,0.3539763391017914
5319,"Leisure time is the time we have when we are not working, taking care of ourselves or completing our family and home duties.
It has increased as a result of:
Better working conditions - paid holidays have increased
We can choose what we do in our leisure time. Local authorities and the leisure industry try to influence us to take part in physical activity and sport. Local authorities have targeted certain user groups by offering them
A reduction in the usual price of a ticket granted to a special group of customers, eg students
, such as special opening times, reduced fees and organised classes- to encourage participation.
Back to Factors affecting participation AQA index
Post ideas and discuss Physical Education here.
Get some direction with a Bitesize revision map
Learn all the skills you need to succeed in sport.
BBC Science & Nature: Human Body & Mind


",4,BitGCSE,4,0.13534145057201385,0.1019602119922638,0.12659700214862823,0.1218799278140068,0.5142214298248291
125,"The GCSE ICT course is all about ICT systems. You need to know the general structure of information systems, and how they work; the role of input, output, processing and feedback; and the integration of ICT devices and ICT information systems.
An ICT system is a set-up consisting of hardware, software, data and the people who use them. It commonly includes communications technology, such as the Internet.
that is often part of an ICT system.
This is why your GCSE is not just about computers but about how, why and when people use them. It is the power of computers and communications that has allowed ICT systems to become so important. Like any piece of equipment, the important thing about it is what it lets us do.
ICT Systems are used in a number of environments, such as:
They're also used in fields such as:
ICT Systems are everyday and ordinary, yet extraordinary in how they can add extra power to what we do and want to do.
more productive - we can complete a greater number of tasks in the same time at reduced cost by using computers than we could prior to their invention
able to deal with vast amounts of
able to transmit and receive information rapidly
The three main types of ICT system to be considered for GCSE are:
This type of ICT system is focused on managing
information without context, eg a list of students with numbers beside their names is data, when it's made clear that those numbers represent their placing in a 100 metre race, the data becomes information
. Examples of these are a sports club membership system or a supermarket stock system.
These ICT systems mainly control machines. They use
the term denoting either an entrance or changes which are inserted into a system and which activate/modify a process
the term denoting either an exit or changes which exit a system and which activate/modify a process
, but the output may be moving a robot arm to weld a car chassis rather than information.
The output of these ICT systems is the successful
What comes out of an ICT system is largely dependant on what you put into the system to begin with.
ICT systems work by taking inputs (instructions and
information without context, eg a list of students with numbers beside their names is data, when it's made clear that those numbers represent their placing in a 100 metre race, the data becomes information
), processing them and producing outputs that are stored or communicated in some way. The higher the quality and better thought-out the inputs, the more useful the outputs.
ICT systems cannot function properly if the inputs are inaccurate or faulty; they will either not be able to process the data at all, or will output data which is erroneous or useless.
is a useful term to remember in the exam - it can help explain many issues such as why
is needed and why accurate data is valuable.
GIGO stands for Garbage In, Garbage Out
A system is an assembly of parts that together make a whole. ICT systems are made up of some or all of the parts shown in the diagram. Various devices are used for input, processing, output, and communication.
ICT systems can be made of some or all of the parts shown.
It is sometimes good to have feedback in an ICT system. This is when the
the term denoting either an exit or changes which exit a system and which activate/modify a process
the term denoting either an entrance or changes which are inserted into a system and which activate/modify a process
A good example is a system set-up to control water temperature in a tropical fish tank. The temperature of the water is taken as an input from
an automatic input device that continuously monitors a set of computer controlled parameters, eg a parking sensor detects how close a vehicle is to the nearest object and alerts the driver if the distance falls outside of the specified parameters
. Processing takes place and the temperature of the water is compared against the pre-programmed parameters, eg maximum/minimum temperature. The outputs include the automatic decision to either turn on or off the heater to warm or let the water cool. The output, ie the change in the water's temperature, is then fed back by the sensors as an input and the process repeats itself.
A system that monitors the water temperature of a fishtank and reacts accordingly.
-based systems as well. Often an output will have a result on further inputs. For example, the output of accepting an online booking for an air ticket will be to reduce the number of tickets available.
section has more information about the feedback cycle.
the term denoting either an entrance or changes which are inserted into a system and which activate/modify a process
the term denoting either an exit or changes which exit a system and which activate/modify a process
from ICT systems vary a lot. In your revision you need to be familiar with examples of
Input and output formats are the different kinds of
a collective name for images, video and audio
that are used to either gather up and collect
information without context, eg a list of students with numbers beside their names is data, when it's made clear that those numbers represent their placing in a 100 metre race, the data becomes information
and instructions or to display, present or issue the outputs of processing.
Up until recently most media formats required dedicated devices - for example, digital cameras to take
data measured at discrete intervals, eg a digital watch typically moves from displaying one second to the next without displaying the values in-between
photographs, scanners to digitise images for use on a computer, or
used to store data, eg a movie
players for video playback - so you needed the correct device in order to work with each media format.
There is now a growing tendency for multi-purpose ICT devices or conversion. The driving force is the communication power of the
a global network connecting millions of computers
, and the increasing availability of small high-powered electronic technology. This means that you can now get an all-in-one box that can do the same thing as several different ones did before it. Here are some examples:
a computer's or another internet-enabled device's connection to the Internet
an application used to browse the Internet or view web pages
mobile phones that can take photos, record video, access the Internet and play back music
Find out more about the power of the
Alongside the joining together of technologies, there is also a tendency toward the integration of common public information services.
data measured at discrete intervals, eg a digital watch typically moves from displaying one second to the next without displaying the values in-between
a data communications technology that provides broadband Internet speeds over the cable television infrastructure
or terrestrial aerial now gives access to many channels that have interactive content, which can be used in a similar way to the web. DAB digital radio provides large amounts of text
information without context, eg a list of students with numbers beside their names is data, when it's made clear that those numbers represent their placing in a 100 metre race, the data becomes information
to be transmitted along with the signal. The
a global network connecting millions of computers
now enables broadcasts from radio and TV stations to be 'time-shifted' by the user, who watches or listens to the programme whenever they want to.
News services and the mass media such as newspapers, radio, and television are making themselves available so that people can access them when they want and wherever they are. Two of the key reasons for this are:
Internet access that allows lots of information to be viewed quickly and effectively.
Soon to replace analogue broadcasting in this country altogether. A greater number of channels can be offered as well as interactive services, eg the red button.
, the signals of which can carry very much more content than old style
continuous data, eg the second hand on an analogue watch displays each second and the space in-between
",4,BitGCSE,4,0.12645374238491058,0.10208622366189957,0.09356197714805603,0.22716476023197174,0.4507332742214203
4485,"This exercise will help you extend your writing about the area you live in and will help improve your letter writing skills.
Read this typical exam question and think about how you would answer it. You can write your answer on paper.
Cheannaigh do theaghlach teach nua i gceantar eile. Scrobh litir chuig cara ag cur sos ar an teach agus ar an cheantar. Luaigh na ruda seo a leanas: (approx. 120 - 150 focal)
Cn uair a thinig t chuig an cheantar?
Dan cur sos ar an teach nua
An bhfuil s nos fearr n an ceantar a raibh t i do chna ann?
Cad  a dhanfaidh t sa cheantar nua?
You're not alone! Discuss your revision with others.
Get some direction with a Bitesize revision map
We've got the Northern Ireland curriculum covered.


",4,BitGCSE,4,0.09620729833841324,0.08088823407888412,0.13353538513183594,0.2031305581331253,0.486238569021225
1245,"A short piece of text which covers one aspect of the subject covered within a larger piece of writing.
, we learn that the story is set in winter, in the ""year the war began"". While World War Two started in Europe in 1939, the US did not enter until 1941.
A text written by a person of unknown name or identity.
The teller of a story; the 'voice' in a text that describes or narrates the events of the plot; either a character in the story, or an authorial voice who relates but takes no part in events.
is looking back at events 13 years after US entry into the war. Because the story is written in the
The 'I' or 'we' used by a narrator who is a participant in a narrative, in contrast to the third person 'he', 'she' or 'they' of a narrator who is not directly involved.
, we are given access not only to the events that took place, but her thoughts and feelings about them.
We hear about the narrator's love of flying. She watches planes at night, makes up adventures about Superman, and dreams about flying.
Back to Superman and Paula Brown's New Snowsuit index
Losing your way? Make a Bitesize revision map!
Get creative, get published and get expert writing advice at BBC Blast.


",4,BitGCSE,4,0.15982556343078613,0.1265881061553955,0.14939793944358826,0.16307707130908966,0.4011112451553345
6773,"Responsibilities of data controllers: The Eight Principles
a company or an individual that collects and stores data about people
When you read about these, you may find them called
. You may be asked about these in the exam.
Remember: a data controller is the nominated person in a company who applies to the data commissioner for permission to store and use personal data.
For the personal data that controllers store and process:
It must be collected and used fairly and inside the law.
It must only be held and used for the reasons given to the
the individual responsible for enforcing the Data Protection Act
It can only be used for those registered purposes and only be disclosed to those people mentioned in the register entry. You cannot give it away or sell it unless you said you would to begin with.
held must be adequate, relevant and not excessive when compared with the purpose stated in the register. So you must have enough detail but not too much for the job that you are doing with the
information without context, eg a list of students with numbers beside their names is data, when it's made clear that those numbers represent their placing in a 100 metre race, the data becomes information
It must be accurate and be kept up to date. There is a duty to keep it up to date, for example to change an address when people move.
It must not be kept longer than is necessary for the registered purpose. It is alright to keep information for certain lengths of time but not indefinitely. This rule means that it would be wrong to keep information about past customers longer than a few years at most.
The information must be kept safe and secure. This includes keeping the information backed up and away from any unauthorised access. It would be wrong to leave personal data open to be viewed by just anyone.
The files may not be transferred outside of the European Economic Area (that's the EU plus some small European countries) unless the country that the data is being sent to has a suitable data protection law. This part of the
legislation passed by parliament that governs the protection of personal data in the UK
has led to some countries passing similar laws to allow computer data centres to be located in their area.
Post ideas and discuss ICT and DiDA here.
ICT Dictionaries and Encyclopaedias - Webopedia: Online Computer Dictionary for Internet Terms


",4,BitGCSE,4,0.14018264412879944,0.09574780613183975,0.12759658694267273,0.12194611877202988,0.5145268440246582
1459,". Fossil fuel (coal, oil and gas) power stations and nuclear (uranium) power stations both use the same processes to make electricity. These are:
fuel produces heat and heat is used to boil water and is turned into steam
turbine turns a generator and the generator makes electricity
electricity goes to the transformers to produce the correct voltage
The only difference between fossil fuel and nuclear power stations is how the water is heated. Fossil fuel power stations
their fuel while a nuclear power station uses the
. At present the most dangerous waste is sealed in glass-like blocks which are buried deep within rocks. Careless disposal of waste in the past has led to
As well as producing heat the nuclear reactor can be used to make other materials radioactive. The chain reaction inside the reactor releases
. If a material is put into the reactor some of these neutrons may be absorbed by the nuclei of its atoms. This will make an atom's nucleus
which means it has become radioactive. These man-made radioisotopes are often then used as
in hospitals to diagnose and treat patients or in industry to detect leaks in pipes.
The nuclear reactor is designed to allow a
to take place. Each time a uranium nucleus splits up it releases energy and three neutrons. If all the neutrons are allowed to be absorbed by other uranium nuclei the chain reaction will spiral out of control causing an
. To control the energy released in the reactor moveable control rods are placed between the fuel rods. These control rods are made of
which absorbs some of the neutrons so fewer neutrons are available to split uranium nuclei. The control rods are raised to
Give your revision some visual style with a Bitesize revision map!


",4,BitGCSE,4,0.12822309136390686,0.10243386030197144,0.09487973153591156,0.26450082659721375,0.40996253490448
6691,"In the exam there will usually be an example to show you what you have to do. Look carefully at this, so you know how you have to answer the question - in English or German, by writing a letter, word, or phrase or by ticking a box.
Always write an answer - you don't get any marks for leaving a gap! You can often have a good guess from the question what the answer might be.
After you have finished writing your answer there will be a pause before the next question, to give you time to read through what you have written.
Losing your way? Make a Bitesize revision map!
Learn to sprechen like a native with the BBC.


",4,BitGCSE,4,0.0953860953450203,0.0672709196805954,0.06680862605571747,0.34344273805618286,0.4270915687084198
